TStamp Australia/Sydney	MaD [g]
1481390422234	0.10375358485398262
1481390427234	0.030588383585368237
1481390432223	0.02160995432664541
1481390437226	0.016139029117846725
1481390442232	0.012742944117166123
1481390447232	0.020660770237024756
1481390452224	0.016864831547544316
1481390457225	0.014779654586276383
1481390462232	0.018258138081712418
1481390467223	0.02067519179935571
1481390472225	0.011502561802940892
1481390477224	0.022816127994248862
1481390482225	0.013527232784053543
1481390487225	0.022925630348991772
1481390492224	0.013181285500485201
1481390497226	0.013844312782484021
1481390502224	0.0797501089159892
1481390507225	0.007530162212649914
1481390512224	0.00758518003992767
1481390517224	0.007741708396746592
1481390522225	0.007758104954290798
1481390527225	0.00816976451956458
1481390532225	0.009209683027710816
1481390537225	0.246426330533976
1481390542224	0.22680001909042916
1481390547224	0.03484082549755805
1481390552224	0.2292681090717925
1481390557224	0.2443237416918249
1481390562224	0.07987433624748028
1481390567224	0.09526993855500665
1481390572224	0.2883309280104161
1481390577224	0.1741544681124019
1481390582224	0.09418179318304544
1481390587224	0.0074526265814558405
1481390592224	0.008213831485202347
1481390597224	0.007962524387170402
1481390602256	0.0072896372915416206
1481390607257	0.0074982507250170366
1481390612257	0.007334436129250457
1481390617257	0.007809912520691608
1481390622257	0.007348374832117224
1481390627257	0.007600808219136432
1481390632257	0.007777453216546294
1481390637257	0.007969834984208312
1481390642257	0.007516434566485284
1481390647257	0.007686804440091184
1481390652257	0.007368065932299315
1481390657257	0.007398025207926331
1481390662257	0.010183590155976497
1481390667256	0.15856692219951785
1481390672257	0.1648587865984997
1481390677265	0.16106496344092397
1481390682256	0.06865597227063094
1481390687257	0.06382381400973955
1481390692257	0.10168345535922582
1481390696943	0.054828692040276246
1481390701945	0.0256040551192474
1481390706943	0.022780463728795844
1481390711950	0.0894229166942839
1481390716946	0.11225986794810071
1481390721947	0.054863811144318875
1481390726953	0.07071397354400967
1481390731953	0.05423334259345817
1481390736953	0.05898940764684163
1481390741954	0.09217355778629317
1481390746945	0.10862169324994621
1481390751953	0.04311408820585116
1481390756944	0.017710751405885593
1481390761949	0.015344000566786704
1481390766945	0.06409198257089946
1481390771954	0.06554890145328697
1481390776944	0.09295061308569945
1481390781946	0.11862393053882703
1481390786945	0.46691525743313145
1481390791945	0.7525256488233324
1481390796458	0.7074616245562396
1481390801457	0.7690630661974317
1481390806467	0.7636309796244797
1481390811457	0.7729259115905814
1481390816458	0.760174649347822
1481390821457	0.7698985313734658
1481390826461	0.7876224156530988
1481390831457	0.79086887714618
1481390836458	0.7614950276456338
1481390841458	0.7775426993010612
1481390846468	0.8059660109554554
1481390851458	0.7769106195226859
1481390856458	0.7638942011957923
1481390861457	0.7560687574901079
1481390866458	0.7600274755617529
1481390871461	0.7793830298700185
1481390876461	0.8013537243851856
1481390881458	0.7826561377170449
1481390886458	0.8218126554057666
1481390891468	0.7798487716975738
1481390896466	0.7987546558899421
1481390901458	0.7839785245782827
1481390906458	0.7383957031931057
1481390911459	0.7080030069831231
1481390916461	0.7366669324595595
1481390921459	0.7212111989723136
1481390926458	0.7016625916534435
1481390931458	0.7292868553317353
1481390936458	0.7096946156097709
1481390941457	0.7158010946779949
1481390946460	0.7176115570740773
1481390951458	0.7036353981508181
1481390956464	0.7019083495951616
1481390961461	0.7035770095727174
1481390966458	0.6899938493884956
1481390971458	0.6979768597571779
1481390976468	0.6920684230034684
1481390981458	0.6819664814911324
1481390986458	0.6549576554062664
1481390991456	0.6998637364473898
1481390996458	0.7169524508617109
1481391001467	0.7101849421642752
1481391006462	0.6841808938841618
1481391011463	0.6675164969791928
1481391016458	0.6863330373304496
1481391021458	0.7025018084229621
1481391026462	0.6954315699673768
1481391031460	0.6767248595518268
1481391036459	0.6744767841146729
1481391041458	0.673439860192087
1481391046463	0.6621726635299706
1481391051458	0.6733697506447757
1481391056457	0.6753887862234971
1481391061458	0.678606392652501
1481391066468	0.6577389652326558
1481391071458	0.6641200023964208
1481391076458	0.6530737449618995
1481391081458	0.6626301991318773
1481391086458	0.6763226441910213
1481391091458	0.6719970355486212
1481391096458	0.700892163694818
1481391101474	0.6769968125562753
1481391106458	0.663847578538326
1481391111458	0.6520493458982031
1481391116458	0.6719887899381839
1481391121458	0.6683727854325197
1481391126461	0.6771041837022989
1481391131458	0.6551539673818397
1481391136458	0.6689593844162043
1481391141458	0.6755773419144124
1481391146457	0.6507804036638503
1481391151473	0.6502853756435317
1481391156458	0.6720443292607932
1481391161459	0.6551805063034567
1481391166458	0.6425289049477606
1481391171464	0.6672974554162162
1481391176457	0.6485186729907523
1481391181466	0.6408155592495791
1481391186458	0.6451772146744437
1481391191465	0.6274328607619319
1481391196458	0.6978691023224118
1481391201457	0.669029330036008
1481391206469	0.685325122576102
1481391211466	0.6576439323918573
1481391216461	0.6541862212677994
1481391221456	0.6393299712638473
1481391226461	0.6803861490800207
1481391231458	0.6619876598652131
1481391236458	0.674269801268836
1481391241476	0.6584094383275021
1481391246458	0.6720879727862621
1481391251467	0.689972909723072
1481391256457	0.6589575324367737
1481391261466	0.6847859352482328
1481391266458	0.6586247096121316
1481391271461	0.6639321380168157
1481391276457	0.6916569321340805
1481391281465	0.6878465134183881
1481391286458	0.6793159651893215
1481391291469	0.6798354847058992
1481391296457	0.6970442192904441
1481391301458	0.6972822921260641
1481391306458	0.6894959930380874
1481391311463	0.6767085107518815
1481391316458	0.6887938682475591
1481391321458	0.6929622092602497
1481391326457	0.6881502189116001
1481391331457	0.688907080376851
1481391336457	0.6829262331224051
1481391341463	0.7077295504698232
1481391346468	0.6846852368841434
1481391351467	0.6787751701545633
1481391356457	0.6810344466072225
1481391361461	0.7076392861784871
1481391366457	0.6611668604403818
1481391371469	0.6949224510309385
1481391376476	0.6876954146280465
1481391381457	0.6952454640382999
1481391386457	0.7019883906464615
1481391391458	0.6666102872087957
1481391396460	0.7022297290503211
1481391401457	0.6673350649598798
1481391406461	0.6785635510927152
1481391411458	0.7263368147155898
1481391416457	0.6772090059193507
1481391421457	0.7163147668961654
1481391426457	0.7255112153451357
1481391431458	0.6859907789972699
1481391436457	0.7160890032783389
1481391441461	0.7036794532980206
1481391446467	0.7066333773970437
1481391451463	0.7193184637189767
1481391456457	0.6641516648937075
1481391461458	0.7127748549493355
1481391466460	0.7251397910694567
1481391471458	0.710220717836737
1481391476467	0.49293870517509164
1481391481473	0.492159246640354
1481391486457	0.6518588292504932
1481391491462	0.7636346783217353
1481391496458	0.7289966644105156
1481391501457	0.668506309470083
1481391506457	0.7006137537981876
1481391511461	0.7290683935016268
1481391516461	0.6350949823734213
1481391521458	0.7252006437188793
1481391526458	0.7009990844365052
1481391531458	0.6641036230292949
1481391536459	0.6871808315736466
1481391541457	0.6708580889463843
1481391546457	0.6748804193353508
1481391551458	0.6670893065440031
1481391556457	0.6661500393265719
1481391561468	0.6564178043823332
1481391566457	0.6819687875407473
1481391571458	0.649355937420799
1481391576458	0.6557634947946459
1481391581458	0.6975999288375287
1481391586457	0.6527668325330027
1481391591458	0.6644650674903662
1481391596457	0.6621167904574677
1481391601457	0.6507497602932412
1481391606465	0.6585454983085813
1481391611460	0.6933860289036252
1481391616457	0.7150025631056259
1481391621457	0.6797165414308507
1481391626466	0.6722792281013471
1481391631476	0.7086303540142566
1481391636458	0.6529136646858719
1481391641458	0.6881950636522098
1481391646470	0.6398127547259016
1481391651457	0.6699255482123142
1481391656458	0.6913533647322999
1481391661458	0.6977697777874915
1481391666460	0.7038909548269161
1481391671459	0.7098863553839867
1481391676457	0.753424734241928
1481391681458	0.7013609925222634
1481391686458	0.6925237400049649
1481391691471	0.7063921851208754
1481391696457	0.6930630171865372
1481391701457	0.6772699051928756
1481391706458	0.7180096042097837
1481391711458	0.6990955599179896
1481391716463	0.7024468876235446
1481391721458	0.7156391939887772
1481391726458	0.7108909497579072
1481391731457	0.7268005416828892
1481391736457	0.7497290250810231
1481391741461	0.7045359226900265
1481391746458	0.7243984645500282
1481391751459	0.7053525345089966
1481391756461	0.7063886021033012
1481391761458	0.742371353951467
1481391766458	0.6896722836705478
1481391771461	0.6945837015889771
1481391776458	0.716946270636779
1481391781457	0.6984734516143393
1481391786471	0.7492903863042486
1481391791458	0.7434017020945235
1481391796458	0.7894823524801452
1481391801458	0.6881353754839294
1481391806460	0.7344895744643023
1481391811457	0.7181719255808442
1481391816459	0.7056714851116307
1481391821458	0.7144322508070592
1481391826459	0.682591491092283
1481391831458	0.7228346172291158
1481391836458	0.7485628624311826
1481391841552	0.7152327550453905
1481391846554	0.7374359046558986
1481391851557	0.7319516839876559
1481391856556	0.775310922368618
1481391861554	0.716371687110358
1481391866180	0.6992016293350845
1481391871180	0.7059504858517854
1481391876180	0.7315184858785024
1481391881180	0.7283704085158954
1481391886184	0.7015721594529977
1481391891181	0.7288239076746524
1481391896183	0.7150744422228955
1481391901768	0.72142881606859
1481391906770	0.7073178284506026
1481391911769	0.6957808791475057
1481391916779	0.7385094431520767
1481391921769	0.7635672797778398
1481391926769	0.6873527344390572
1481391931790	0.7543413577000131
1481391936773	0.7382819503216439
1481391941771	0.741786619493761
1481391946769	0.7294388211534879
1481391951768	0.7158831745928412
1481391956769	0.7339986316914583
1481391961768	0.7141407815214036
1481391966774	0.7587200990859211
1481391971774	0.7657265137297996
1481391976769	0.764712037812857
1481391981768	0.780228081330014
1481391986776	0.7053589678149443
1481391991769	0.7362122239155621
1481391996773	0.7646886772265175
1481392001769	0.7421066443270737
1481392006783	0.7715092975187642
1481392011770	0.7243889509700239
1481392016769	0.7527816628397701
1481392021768	0.7574922023472975
1481392026772	0.7332255155046496
1481392031772	0.7577205743555409
1481392036770	0.724557524512741
1481392041768	0.5483850670171151
1481392046769	0.23960301178833396
1481392051770	0.2589459332912825
1481392056769	0.17008477921633164
1481392061767	0.1961042876829152
1481392066773	0.19278809556792034
1481392071770	0.1304917386349391
1481392076769	0.024617334870208715
1481392081769	0.08489633552753334
1481392086777	0.0806178727701929
1481392091780	0.044891700139163514
1481392096770	0.05334051401214945
1481392101777	0.016215259710973418
1481392106792	0.05113701255044531
