time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-12-10T06:42:37Z,-37.815425,145.168900,113.4,3.0,281.3,2.5998619,9,gps,0.86,1.17,1.45,-3.8,,
2016-12-10T06:42:39Z,-37.815415,145.168847,114.1,3.0,276.31,2.8767824,9,gps,0.86,1.17,1.45,-3.8,,
2016-12-10T06:42:41Z,-37.815410,145.168787,114.7,2.9,272.62,2.6039798,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:42:43Z,-37.815412,145.168733,115.2,2.9,279.26,3.214955,9,gps,1.20,1.55,1.96,-3.8,,
2016-12-10T06:42:43Z,-37.815364,145.168758,,22.302,,,0,network,,,,,,
2016-12-10T06:42:46Z,-37.815403,145.168632,116.8,3.0,278.7,0.0,9,gps,0.86,1.17,1.45,-3.8,,
2016-12-10T06:42:48Z,-37.815402,145.168590,116.3,3.0,268.62,2.3126469,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:42:50Z,-37.815393,145.168532,115.6,3.0,276.37,3.1773803,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:42:52Z,-37.815380,145.168467,115.5,2.8,274.33,2.8417814,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:42:54Z,-37.815372,145.168407,115.4,2.8,270.97,2.8011184,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:42:54Z,-37.815408,145.168672,,19.237,,,0,network,,,,,,
2016-12-10T06:42:57Z,-37.815353,145.168328,114.7,2.9,276.28,2.53861,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:42:58Z,-37.815342,145.168312,114.7,3.1,304.74,2.0671244,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:00Z,-37.815360,145.168338,115.1,3.2,304.74,0.0,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:01Z,-37.815352,145.168308,115.1,3.2,304.74,0.0,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:03Z,-37.815352,145.168277,114.8,3.2,274.56,1.8339553,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:05Z,-37.815348,145.168232,114.7,3.2,271.35,2.6719232,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:07Z,-37.815347,145.168128,114.5,3.3,267.02,5.5770154,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:09Z,-37.815358,145.168017,113.8,3.4,258.51,2.2055848,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:11Z,-37.815338,145.167920,113.4,3.4,276.09,4.0627027,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:13Z,-37.815320,145.167800,113.1,3.3,276.58,5.6362085,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:14Z,-37.815308,145.167735,113.0,3.3,279.31,5.788566,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:16Z,-37.815285,145.167605,112.7,3.2,275.85,5.5162783,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:16Z,-37.815381,145.167292,,19.222,,,0,network,,,,,,
2016-12-10T06:43:19Z,-37.815253,145.167377,113.5,3.1,278.65,6.7392583,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:21Z,-37.815202,145.167243,113.5,3.3,302.61,6.023794,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:23Z,-37.815192,145.167190,112.9,3.2,279.91,3.1048045,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:25Z,-37.815178,145.167135,112.7,3.2,276.47,2.790824,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:27Z,-37.815165,145.167080,112.9,3.2,266.1,2.94627,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:27Z,-37.815309,145.166861,,19.336,,,0,network,,,,,,
2016-12-10T06:43:30Z,-37.815155,145.166985,114.0,3.2,15.22,2.2462478,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:32Z,-37.815145,145.166947,113.7,3.3,278.43,0.0,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:34Z,-37.815140,145.166880,113.5,3.3,278.03,3.292678,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:36Z,-37.815127,145.166818,113.7,3.2,285.69,2.9390638,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:37Z,-37.815118,145.166790,113.7,3.2,285.94,2.9411228,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:39Z,-37.815098,145.166725,113.8,3.2,275.42,4.911994,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:41Z,-37.815097,145.166655,114.1,3.3,276.63,3.452242,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:43Z,-37.815092,145.166625,114.7,3.3,263.74,1.1555514,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:45Z,-37.815070,145.166607,114.9,3.4,306.43,1.8880011,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:47Z,-37.815040,145.166577,115.1,3.4,306.37,2.2951465,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:48Z,-37.815023,145.166560,115.2,3.4,309.87,2.2668366,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:50Z,-37.814985,145.166530,115.6,3.4,300.36,3.3472385,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:52Z,-37.814958,145.166495,115.7,3.4,26.27,2.750161,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:54Z,-37.814935,145.166478,116.7,3.3,335.13,1.6733619,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:43:56Z,-37.814900,145.166448,116.8,3.3,319.1,2.4614017,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:43:58Z,-37.814860,145.166407,117.1,3.2,320.45,2.7079537,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:00Z,-37.814825,145.166378,117.4,3.2,333.3,2.5489044,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:44:00Z,-37.814594,145.166257,,19.319,,,0,network,,,,,,
2016-12-10T06:44:03Z,-37.814763,145.166342,118.2,3.2,59.56,2.7882502,9,gps,0.86,1.16,1.45,-3.8,,
2016-12-10T06:44:05Z,-37.814717,145.166315,118.6,3.3,342.75,0.0,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:07Z,-37.814675,145.166283,118.9,3.3,315.89,2.4567692,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:09Z,-37.814645,145.166230,119.4,3.3,290.33,2.325515,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:11Z,-37.814627,145.166165,119.6,3.4,278.72,3.2653978,9,gps,,,,-3.8,,
2016-12-10T06:44:11Z,-37.814594,145.166257,,21.821,,,0,network,,,,,,
2016-12-10T06:44:14Z,-37.814615,145.166055,120.4,3.5,270.46,1.6939509,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:16Z,-37.814608,145.165985,119.9,3.6,267.74,2.7619994,9,gps,0.86,,,-3.8,,
2016-12-10T06:44:18Z,-37.814583,145.165863,119.6,3.6,278.98,4.78074,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:20Z,-37.814557,145.165742,119.5,3.6,276.82,4.787946,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:22Z,-37.814527,145.165615,119.1,3.4,281.67,3.713206,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:22Z,-37.814565,145.166171,,19.715,,,0,network,,,,,,
2016-12-10T06:44:25Z,-37.814473,145.165458,119.0,3.5,287.32,4.087924,9,gps,,,,-3.8,,
2016-12-10T06:44:27Z,-37.814470,145.165412,119.0,3.6,275.53,1.995578,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:29Z,-37.814480,145.165382,118.9,3.6,263.01,1.8483675,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:30Z,-37.814478,145.165355,118.6,3.6,269.55,2.2724986,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:32Z,-37.814472,145.165292,118.4,3.5,274.81,2.7100124,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:34Z,-37.814455,145.165208,118.7,3.3,282.36,2.977668,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:34Z,-37.814596,145.165395,,21.762,,,0,network,,,,,,
2016-12-10T06:44:37Z,-37.814452,145.165088,118.6,3.3,279.85,0.0,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:39Z,-37.814437,145.165020,117.8,3.2,275.64,2.9153867,9,gps,0.86,0.76,1.15,-3.8,,
2016-12-10T06:44:41Z,-37.814430,145.164952,117.6,3.2,276.64,3.5361416,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:43Z,-37.814418,145.164888,117.9,3.0,284.35,2.7455282,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:45Z,-37.814405,145.164825,118.1,3.1,279.63,3.0842156,9,gps,0.86,,,-3.8,,
2016-12-10T06:44:45Z,-37.814428,145.165006,,20.434,,,0,network,,,,,,
2016-12-10T06:44:48Z,-37.814397,145.164740,118.6,3.3,269.02,2.6786144,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:44:50Z,-37.814388,145.164715,117.9,3.2,275.18,0.0,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:44:52Z,-37.814383,145.164667,117.4,3.2,276.87,2.507212,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:44:54Z,-37.814372,145.164602,117.3,3.1,272.79,2.486623,9,gps,0.86,1.16,1.44,-3.8,,
2016-12-10T06:44:56Z,-37.814367,145.164550,116.6,3.0,270.84,2.885018,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:44:56Z,-37.814320,145.164360,,20.958,,,0,network,,,,,,
2016-12-10T06:44:59Z,-37.814338,145.164417,116.3,3.0,331.36,3.287531,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:01Z,-37.814317,145.164363,116.2,3.0,294.76,2.5118444,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:03Z,-37.814307,145.164308,116.0,3.1,278.7,2.8711205,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:05Z,-37.814303,145.164253,115.8,3.2,273.26,2.8422961,9,gps,,,,-3.8,,
2016-12-10T06:45:07Z,-37.814298,145.164203,115.5,3.2,272.81,2.6250834,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:08Z,-37.814350,145.164015,,20.352,,,0,network,,,,,,
2016-12-10T06:45:10Z,-37.814285,145.164108,115.6,3.3,346.78,2.6976593,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:12Z,-37.814297,145.164103,114.5,3.4,346.78,0.0,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:14Z,-37.814288,145.164108,114.4,3.5,346.78,0.0,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:16Z,-37.814250,145.164118,113.8,3.5,346.78,0.1271364,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:18Z,-37.814222,145.164107,113.4,3.5,346.78,0.11375361,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:18Z,-37.814160,145.164101,,23.777,,,0,network,,,,,,
2016-12-10T06:45:21Z,-37.814202,145.164037,113.2,3.6,266.16,0.0,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:23Z,-37.814170,145.163965,113.4,3.7,303.82,2.6708937,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:25Z,-37.814148,145.163957,113.6,3.8,343.97,1.717628,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:26Z,-37.814132,145.163960,113.5,3.9,0.2,1.6944655,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:28Z,-37.814098,145.163972,113.6,3.9,21.86,1.7181427,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:30Z,-37.814055,145.163988,113.5,3.9,19.75,1.9703567,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:30Z,-37.813882,145.163928,,19.278,,,0,network,,,,,,
2016-12-10T06:45:34Z,-37.813923,145.163998,112.9,3.7,35.56,2.1535978,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:36Z,-37.813885,145.164032,112.5,3.7,38.21,0.0,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:38Z,-37.813863,145.164000,112.5,3.8,38.21,0.12816583,9,gps,0.86,0.76,1.14,-3.8,,
2016-12-10T06:45:40Z,-37.813850,145.163963,112.1,3.9,275.61,2.182937,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:45:42Z,-37.813830,145.163895,111.6,3.7,275.66,2.7208216,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:43Z,-37.813882,145.163928,,19.28,,,0,network,,,,,,
2016-12-10T06:45:45Z,-37.813790,145.163773,111.6,3.5,352.92,3.8120327,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:45:46Z,-37.813788,145.163733,111.5,3.5,291.65,2.170069,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:45:48Z,-37.813780,145.163678,111.6,3.3,281.4,2.1077876,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:49Z,-37.813778,145.163652,111.7,3.3,276.33,2.7558227,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:51Z,-37.813775,145.163597,111.5,3.4,275.87,2.790824,9,gps,0.86,,,-3.8,,
2016-12-10T06:45:53Z,-37.813770,145.163542,111.3,3.4,279.65,3.1140695,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:45:53Z,-37.813831,145.163885,,21.275,,,0,network,,,,,,
2016-12-10T06:45:56Z,-37.813762,145.163455,111.7,3.4,284.66,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:45:58Z,-37.813758,145.163420,111.9,3.5,284.66,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:00Z,-37.813757,145.163387,112.1,3.3,284.66,0.16677,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:02Z,-37.813747,145.163330,112.4,3.3,276.5,2.3224266,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:04Z,-37.813737,145.163273,112.7,3.3,278.2,2.9509025,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:46:04Z,-37.813811,145.163066,,19.254,,,0,network,,,,,,
2016-12-10T06:46:07Z,-37.813735,145.163135,112.7,3.3,280.91,3.4759192,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:09Z,-37.813717,145.163083,112.2,3.5,312.85,2.0043283,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:11Z,-37.813710,145.163010,112.1,3.6,273.0,3.2937076,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:13Z,-37.813705,145.162895,111.0,3.6,274.5,5.07722,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:46:14Z,-37.813688,145.162800,111.1,3.4,271.34,4.685002,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:46:16Z,-37.813690,145.162687,111.0,3.4,265.72,4.8358154,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:46:16Z,-37.813811,145.163066,,19.587,,,0,network,,,,,,
2016-12-10T06:46:19Z,-37.813702,145.162502,111.7,3.5,271.52,3.2782657,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:21Z,-37.813692,145.162415,112.1,3.6,283.57,2.8989155,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:23Z,-37.813672,145.162312,112.8,3.6,276.7,4.2876363,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:25Z,-37.813658,145.162218,113.0,3.6,277.06,4.1239543,9,gps,0.86,1.15,1.44,-3.8,,
2016-12-10T06:46:27Z,-37.813647,145.162137,113.4,3.6,280.05,3.3364294,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:27Z,-37.813316,145.161600,,19.234,,,0,network,,,,,,
2016-12-10T06:46:30Z,-37.813648,145.162070,114.3,3.7,265.7,1.9312378,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:31Z,-37.813607,145.162000,114.8,3.6,299.43,3.5958495,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:33Z,-37.813593,145.161942,115.3,3.6,279.42,2.1052139,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:34Z,-37.813593,145.161915,115.6,3.6,255.48,1.7073336,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:36Z,-37.813598,145.161863,116.1,3.6,234.04,1.8725594,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:38Z,-37.813608,145.161810,116.7,3.7,217.25,2.0434473,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:39Z,-37.813966,145.161902,,23.57,,,0,network,,,,,,
2016-12-10T06:46:41Z,-37.813657,145.161773,117.6,3.8,193.66,1.1576103,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:43Z,-37.813677,145.161737,118.1,3.8,254.25,1.7958658,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:45Z,-37.813700,145.161703,118.5,3.9,217.95,1.9204286,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:47Z,-37.813733,145.161677,119.1,3.8,194.14,1.7691003,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:48Z,-37.813750,145.161668,119.3,3.7,198.27,1.7757916,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:50Z,-37.813798,145.161640,119.9,3.7,212.9,2.8659732,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:52Z,-37.813848,145.161615,120.0,3.8,213.38,1.7088778,9,gps,0.86,1.15,1.43,-3.8,,
2016-12-10T06:46:54Z,-37.813892,145.161600,120.1,3.8,213.38,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:56Z,-37.813927,145.161567,119.1,3.8,252.43,2.0300643,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:46:58Z,-37.813952,145.161513,119.0,3.7,263.36,2.368237,9,gps,0.86,1.14,1.43,-3.8,,
2016-12-10T06:46:59Z,-37.813953,145.161485,119.3,3.7,267.51,2.618392,9,gps,0.86,1.14,1.43,-3.8,,
2016-12-10T06:47:01Z,-37.813950,145.161430,119.8,3.6,260.45,2.8793561,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:03Z,-37.813958,145.161365,120.6,3.6,262.6,3.0404642,9,gps,0.86,1.14,1.43,-3.8,,
2016-12-10T06:47:05Z,-37.813963,145.161337,121.0,3.6,280.48,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:07Z,-37.813965,145.161288,121.5,3.5,276.11,1.9888867,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:08Z,-37.813962,145.161262,121.7,3.5,277.37,2.4861083,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:10Z,-37.813952,145.161202,121.8,3.4,283.92,2.7192774,9,gps,0.86,1.14,1.43,-3.8,,
2016-12-10T06:47:12Z,-37.813938,145.161138,121.8,3.4,281.51,2.810898,9,gps,0.86,1.14,1.43,-3.8,,
2016-12-10T06:47:12Z,-37.813844,145.160996,,19.719,,,0,network,,,,,,
2016-12-10T06:47:15Z,-37.813925,145.161070,122.6,3.4,299.07,2.1808782,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:17Z,-37.813928,145.161027,122.5,3.5,288.16,1.0037084,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:19Z,-37.813932,145.160985,122.5,3.5,273.62,1.7639531,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:21Z,-37.813940,145.160942,122.6,3.5,265.24,1.9240316,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:22Z,-37.813943,145.160930,122.7,3.5,265.24,1.084005,9,gps,0.86,1.14,1.43,-3.8,,
2016-12-10T06:47:24Z,-37.813945,145.160902,123.2,3.4,265.24,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:26Z,-37.813953,145.160893,123.4,3.5,265.24,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:28Z,-37.813953,145.160893,123.4,3.5,297.56,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:30Z,-37.813953,145.160893,123.4,3.5,297.56,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:32Z,-37.813953,145.160893,123.4,3.6,297.56,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:34Z,-37.813993,145.160823,125.1,3.6,297.56,0.1250775,9,gps,,,,-3.8,,
2016-12-10T06:47:34Z,-37.814020,145.160651,,19.792,,,0,network,,,,,,
2016-12-10T06:47:37Z,-37.814023,145.160772,125.0,3.5,240.11,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:38Z,-37.814045,145.160760,125.1,3.6,240.11,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:40Z,-37.814067,145.160737,125.8,3.4,240.11,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:42Z,-37.814090,145.160735,125.7,3.3,240.11,0.12095972,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:44Z,-37.814115,145.160730,125.3,3.2,240.11,0.11066528,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:46Z,-37.814142,145.160733,124.9,3.2,240.11,0.13125417,9,gps,1.06,0.75,1.14,-3.8,,
2016-12-10T06:47:47Z,-37.814153,145.160737,124.8,3.2,240.11,0.0,8,gps,1.07,0.84,1.35,-3.8,,
2016-12-10T06:47:49Z,-37.814185,145.160775,125.1,3.2,240.11,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:51Z,-37.814198,145.160777,125.2,3.4,240.11,0.0,9,gps,0.86,1.14,1.43,-3.8,,
2016-12-10T06:47:52Z,-37.814207,145.160777,125.4,3.4,240.11,0.0,9,gps,0.86,0.75,1.14,-3.8,,
2016-12-10T06:47:54Z,-37.814208,145.160775,125.5,3.5,240.11,0.0,8,gps,1.07,0.84,1.35,-3.8,,
